,pid,bonus
372,59894fbbda239a0001fb8e16,0.5
373,662b1b309c88426e84dbe4ae,0.9
374,674fc7eef70c3dd15d13963d,0.7
375,66315878b38cea3df40eb797,0.6
376,676c45d92368330a2c254895,0.7
377,6764d6ae5127e707b256b246,0.3
378,62fea0509e7df658ed2554d2,0.4
379,6778383ceb2c40884f02997f,0.6
380,675a51148a3c27fc4c009053,0.8
381,610a19f1017518a50136c4a3,0.4
382,6776f498c07325f06aa072fc,1.0
383,677f5a3b83c899fa35b37e22,0.9
384,63e688adbc8788de6d596c93,1.0
385,672fc6ea774cf96f196579c7,0.3
386,677d2fed6d86a74ecfe281b9,0.6
387,6598942c3d07928cc188ffdb,0.6
388,60fcc4120cecba5bc510e142,0.6
389,610072fb2c6bb8683eb67a5c,0.6
390,6749d1b9c30fca401971e1be,0.5
391,66b050c6869b077d3a65079d,1.0
392,668c66b173fbf3b2918f8981,0.1
393,675b35a3639593fb6c10f3dc,0.5
394,676ea046e76dc33899832255,0.3
395,66f35bc0b7f7983abb0e8e4e,0.7
396,65298aca34ac384b783169d4,0.5
397,665641be681ea694fe7da6b0,0.8
398,66d31bdc803cec43c2a097e0,1.0
399,677973dd5e575cd0fcbc8727,0.5
400,67780e616ba41242a7335d25,0.3
401,63e51bca9f87294437c3cbb8,0.5
402,5ddc75ce41fb3fbe96c48f8b,0.5
403,5fa5c59f357d4e15bafb3b5f,0.6
404,66f1b4e2d875c6785ca1d50a,0.4
405,666084f03f35b68c5710a419,0.4
406,66c11172409d7fd12faae4bd,0.3
407,607cd9b9d0f7c36810cc1f9b,0.9
408,674ad66c3a6ec4052c11eaea,0.4
409,6736142695794b6108842ed2,0.7
410,66ff599ccab623806e166b78,1.0
411,63e52b2b3d5d38bedb4fc973,0.6
412,66cd245df3113ae9ee9551fc,0.1
413,66a63db3dbfc12dcc7ae45d6,0.3
414,64f099c25c767cde5f8faa46,0.8
415,665e52040f22e57ff8be61f3,0.3
416,673a6ad7a48912c63834223f,0.5
417,62f269f2a7751126ffb96a4c,0.7
418,66f018fbffba895634da354e,0.3
419,664a04cfda51f0fe3594455a,0.8
420,6630da1a5e2aa14f2681ce0d,0.4
421,67723522179719849c34fe59,0.2
422,65dfe87de9e4bbb2db3d14b8,0.3
423,66507498defbe7e5391e2165,0.6
424,667c3c4d32f4b404c46e325d,0.5
425,663a6faaa98b09578f6ba791,0.6
426,66442ca351653be6d0357e94,0.3
427,664666f7c83c0f374d9631ab,0.3
428,67792a525f8042a5d34f6827,0.1
429,66c290bb20faa822520e73e3,0.5
430,67743ecef59d62d8af7a527f,0.5
431,66a48261758e59c5f2dd8ceb,0.9
432,67511ed5a097322f28dadcef,0.3
433,6732ca9052a3b5780ec6068a,0.4
434,669a09134377e90e31df7d03,0.5
435,5e2b74daae56b71b9d24d89b,0.7
436,66463f90b87b9b50ac0ac77b,0.1
437,5ce753de5434fd001b47e9fc,0.3
438,6659e827e445df6ae5f4103c,0.5
439,677430054b333b9a50de4bce,0.4
440,67808eb841eae683b2ae5f8e,0.5
441,66f9878dc00f121e9aa1494b,0.3
442,66cbd62c530179615a4a90bc,0.2
443,615d051e2366aeb051acb734,1.0
444,62bdfe451d380bec13a4a864,0.6
445,672fd24711f758e7a04ac043,0.6
446,677f3b52bae5f6347bc78fb1,0.5
447,66abc6473749722e4052f457,0.9
448,66116b402e87c03e47d1d74c,0.4
449,6648f6f878f8ee5587ab6402,0.6
450,675de59aded14afdebe60d9a,0.5
451,5d4c7ac3e8ec490018b0050d,0.0
452,6543b0b5203e223a1e94f00b,0.5
453,671b277a6d04904df5f9503b,0.4
454,5da91247b601ff0012baa8b1,0.4
455,5dcb5135735496bcb90f7c4c,0.3
456,6722c14795ffe943dfe628d6,0.7
457,674e79532246b9913255b0fa,0.6
458,60b96835d5cbb2261c7fd22c,0.3
459,5ebe14249a676b1650b48531,0.3
460,60035a7089252e07b1d4b077,0.8
461,653ee1d628ced1573a58023d,0.7
462,67684a33119ea20af16780b3,0.6
463,672950c88194b010025e09b0,0.2
464,66315abc2a4f766029ad73c9,0.6
465,67511986975a960bcf3abf18,0.4
466,60ff0f3f9dd6346ad1246ecd,0.7
467,66ed6564eac280bcef718558,0.6
468,67532a82a45b4365eea37a5c,0.1
469,6773089a61a69ad5dbd06833,0.3
470,66d62ec5c76bab2c33f07b56,0.2
471,55a9f6a1fdf99b2d81b5295f,0.8
472,6764a2307ea2f86f558bbb62,0.7
473,676f3320d9d16da08ad9acfa,0.3
474,608e2cb9067eb028500433d5,0.5
475,6361b846bf7ec695367cbfee,0.9
476,65be4a22a0a777aeef03494b,0.4
477,5efd018b8c837e13097c0cbf,0.9
478,6631be2e6608731fde7a16fa,0.4
479,673a3971c7a0655aab5ba873,0.3
480,672d6a1ca95c595177c0d90e,1.0
481,6765ec5c0f83450993678b1e,0.4
482,67609888221987d84893d3fc,0.7
483,66f7eda01b943babe75723a8,0.8
484,66f47421b650b6c39e80fa0d,0.5
485,6400e07f37c248e81cbc9d41,0.4
486,603bd396b54e6c8f84b2aa2b,0.6
487,5cbf729b09dc4a00011af73c,0.7
488,671fd6f39d8fe673222a5324,0.7
489,674fce4110320249899f2d27,0.0
490,58ccfada8460040001e1ec4f,0.3
491,66196025cdd89ad566b0bf55,0.2
492,673b46b09b08d03673e9a0bd,0.6
493,673fc659bce50e649d0d48cd,0.6
494,5e78bf026d9a62443b9d5b74,0.0
495,5ed5c0f5e5989c0009f45706,0.5
496,62fbaa7154448f35639decf0,0.5
497,6777db39be1a09bdaa9b79ef,0.3
498,6743f87f4c502222ee322464,0.4
499,66fde9d61fb476db38fe17a2,0.6
500,6759b1dc0d4215984decf3ac,0.9
501,678406fe463e42f7f8fe0953,0.2
502,60fde74940100db428b34a06,0.2
503,670e5d32855e0ff311aabab9,0.6
504,65cbf8c525b3403076c1dfb2,1.0
505,67445788eafdd6f0a0dcd927,0.3
506,651d3e9ce6a269087ef6ea40,0.7
507,60036e201c26cc38ddf4a163,0.6
508,66d744a59d5d24d82b297c17,0.7
509,671015b678bb6051907bbbd8,0.4
510,6711afa58c924db7e485e967,0.4
511,57e4d48d6c447e000116b22a,0.3
512,675e00c8c6cdc38c4b65aee2,0.5
513,67550d05844f90410cf15017,0.8
514,631745e629b21fca01e626d0,0.7
515,6672bf56d51710391ce2164d,0.4
516,65ca83d1e800777d6d8e61e7,0.5
517,6781352b0382a1631720c77d,0.7
518,67569c395fa90a1f45339179,0.7
519,676a2ca8f7dac64fab4d8a81,1.0
520,66992c1c63c04cbaa3842e2f,0.0
521,5efba90ef81cbe13a3d7df40,0.9
522,666c7fd0c209223644cd8c38,0.7
523,662bfda7bb2d2c60655f3c40,0.1
524,66b9727fe81cb7a04358ccd4,0.5
525,672feab4c04c20d23bc0e95d,0.8
526,676a66ad5032b867112a95ee,0.4
527,6656b11843839297e443e898,0.4
528,6648fbe5e264de08205282c8,0.6
529,673f8be7e8f91cffcee643ef,0.3
530,677601af5ed9fd105ed5442f,0.5
531,66f1c6ca9c0198a5ef531e29,0.9
532,66cea1f508f588238d4ce15e,0.7
533,6234afc11b0f28d2f618991c,0.3
534,6539a45c2de366185e3fd515,0.9
535,662a73e4b670a3c36a087e96,0.4
536,5e7a2ccd69a7770604dfb352,0.5
537,674d2c12812bb4d5a64ceca9,0.4
538,6676e8090b3f8feb94a4f00f,0.3
539,671829a403af514aabbac001,0.1
540,66c7719c71a1c4f4c2e712cd,0.5
541,615de5ffd3c522eef3c49556,0.3
542,671c102c7e10006dcb5884f3,0.1
543,676c952cbd2226e4c406bc5c,0.5
544,650c3f3a36d72f87324d708f,0.5
545,671a9eb02e8c4f7db47d6734,0.4
546,5c6709ab926a5b0001eb29c1,0.6
547,6761134a283b8ace0b1e0345,0.9
548,6760ec9b4b124b9faed04810,0.4
549,6741f03b36d9ab0c63ae08d0,0.6
550,5a51c249eedc320001420526,0.6
551,5e9f3f09ccc75a0c345e4845,0.5
552,671e19523abb03e5db4fe1ad,0.6
553,6751acc5dc78128951a34f1f,0.5
554,677c599b0739176e1695257d,0.6
555,66eb51de76ab92d31be03fbb,0.4
556,613d3cb06964f7c524a78ed0,0.5
557,661ea4cacedd4c83df3a2dcb,1.0
558,6759c73e43ef7753f603d108,0.3
559,67647b34f3bf689f8ffc2edf,0.7
560,6720729995109f11e89dcce9,0.5
561,674a8f27f27a3b62151660a9,0.7
562,5d3700db048a4f001767b040,1.0
563,664eadfb03163fd09b39ec16,0.4
564,5e13ad514c81b2a01ae4aa9f,0.3
565,5dd324424524e7334967690d,0.6
566,677c34e1aa931ad863895592,0.5
567,677ae5e7cca3e291b7503941,1.0
568,6618bd23d65a31bd4d06d092,0.8
569,6776ce72340d2fade94c454f,0.3
570,5f14d5cdb5d4c20e78dc1672,0.7
571,6720305062fce3eaf6fcd551,0.6
572,66b81043507a898e1a7d6ecd,0.5
573,668a7ac9a407373e5cf36bd3,0.6
574,65d7dec4216af6591f2ca6dc,0.7
575,6733608ae32a83fe02a01b23,0.5
576,611098e0196fa40fa49f3aeb,0.6
577,6782b2f4bd70e1c0a9a36590,0.5
578,67767ffd326782fba2267fdc,0.2
579,558a327cfdf99b2d75651681,0.6
580,66eaffd7d7079f610c7ba263,1.0
581,6728e8a7004352f4052e0328,0.5
582,675b5a018aee2cdaa845806b,0.7
583,67824ed63aa44baedbe5d46f,0.5
584,65fc6ca12b8b3852fbea77f1,0.2
585,67682f4bf87d300e646e7371,0.4
586,6757069f8e2b810b4fabd66b,0.5
587,676df219f8b2a7d4114f08d5,0.3
588,66ad51a1e19ebb113081bd4a,0.4
589,55d35a33da14d7001295328c,0.5
590,672e3980a2b0bd2766a58541,0.4
591,55d7844969dbc30012b67f69,0.4
592,6775ef889ca0db6f8b791c77,0.1
593,66edb72f472bea924bc9b2bf,0.4
594,67590cecfb2726ab745f8d9f,0.5
595,6428bb071800462494d7da09,0.6
596,66e70629ea7dab78f439f069,0.7
597,6639294aecf47d087656fe71,0.4
598,6577ad1a75dd8449f21444dd,0.9
599,673cbd1bd13064c2121808cc,0.7
600,66b6b453768c48d23925c7e3,0.3
601,66fed8b13b81f2f9d94f1140,0.8
602,673b95ae0d5e3f65fc26b9c8,0.1
603,67477ac7090d737ae33348ea,0.5
604,66e4bb13a321cf28dda094ca,0.4
605,6775769716cc341ffb0ec020,0.9
606,61146a4f07212e27f3dd2a82,0.5
607,67125fd7fbce5650f2ec92e2,0.5
608,672f83fad68967e693f55c1a,0.1
609,560f54b3d4ab1e00126fb99f,0.5
610,606a3cf263a18869ac8ee0ed,0.5
611,675e02029aa335ffeda0b1e0,0.7
612,6759c60f8f50b8d4a2ffd81c,0.3
613,673e38ab4837fc6d009de054,0.1
614,668f0646e1dcf6347342d63b,0.7
615,672ac728c3c9e79624f0bfd0,0.4
616,66757ab35abe49eff548c364,0.3
617,6674c0cd504b2b1f23e16e31,0.7
618,610aba9d57e9ccd056ae5d01,0.7
619,672cb8ccdb8232e7fee580ed,0.4
620,661045b87d3e3a9bda51b367,0.3
621,6675af084e6bbad41892ec9d,0.8
622,66d284cf80d2f4403ab4d13b,0.5
623,610197ccfc001fec7476a5b8,0.6
624,6660e87571cd35e3fdd8a0f9,0.4
625,67583c76e3d1f76befe8ce5b,0.5
626,669d682efab2137fa356f7ba,0.6
627,663d4f60f15368bab6c85349,0.9
