,pid,bonus
628,60fb26e75427cb8125f2e4a4,0.5
629,663aff1ef2aa86d1a83716ca,0.5
630,63e081512a825f68bcfdc757,0.7
631,672cbd468bc68be3c4caea1c,0.0
632,5b5b6c11f5bc590001177815,1.0
633,67784039c4017cb5b3b46b77,0.3
634,5b5cff1c9351420001b78419,0.7
635,5f289485f876761d798df65c,0.4
636,676cdc19e46f9dc90e66c26d,0.8
637,67467ef650a5c479de1b5bcf,0.4
638,673887a4706186b3fe8e824f,0.6
639,675867abb5a9ee3107f676ef,0.7
640,66129825e6dad815d14d5b2b,0.5
641,66dcc0e54f44ccecf2730c76,0.4
642,662613a0c132844f74a62143,0.5
643,677571fd269cdfb8ded2e2d1,0.2
644,678079c8987e4199fa5e3308,0.5
645,5e5165d2f1ecb418da9c2db7,0.3
646,66a41af57b243259af76b1c3,0.7
647,675df96b5f9fce8b022ec062,0.3
648,5a580fb6eedc320001426cd7,0.2
649,655624792d0e0c570c24b768,1.0
650,6659377dbc36ded0ffe48ded,0.3
651,6085bf84bb0ce00524154c60,0.4
652,60fd0c7f3feef315172385cf,0.4
653,5ea3310bf9c4f828f0c909c5,0.6
654,5f244e0d0d7f44018faa3938,0.7
655,66b3681369c716ced82bb8ad,0.4
656,5e42fc295135b5000cd20d0b,0.6
657,66294cde75dca469b89e2d90,0.4
658,611b09935cd6e67f2b5e9ea2,0.6
659,6782b2cdfd228148797c7a66,0.4
660,6759153b3eedcded280918ce,0.1
661,677e4c8b3ed4eb493403b3da,0.3
662,66f83a6139b4eb3d7517cb88,0.0
663,6547ea31d7e7890cd0b768a4,0.1
664,6767158fc78400f2262b38fc,0.5
665,66fc3eca57fcbf1065703183,0.7
666,676000e2ae53c72c4cfc7784,0.3
667,5c56964991c0ad0001cfa5ae,0.3
668,63d17afba0c70e3022979692,0.4
669,670211aa7578cc81a0c41fb7,0.3
670,65ab068a659c1c810912a409,0.5
671,6731148c3c413ed146520156,0.5
672,5d3695969749cc00165c222f,0.5
673,67720281bb236b91f2cd3553,0.2
674,677d7d90bc7007a62dcf7601,0.6
675,677ef3a32a0bc027d8d27196,0.4
676,66d0d663f61546505942beb4,0.8
677,5dd1f583946f7c24ccfae358,1.0
678,6633bbe7a5d08d73b1183cd7,0.6
679,5dcee1da1e70da02f89171ea,0.7
680,6741b2d133472ff2947350bf,0.5
681,66146477427ff301f14c055c,0.7
682,67802a9192591ff221c0d53d,0.5
683,66da19a55d189acb5c3b0e03,0.2
684,672ca88b933aa1b01232fa31,0.0
685,672cb06bb5a379b2b0d7730d,0.7
686,66706191120230e6a89ddd0e,0.7
687,67814d22d7bddf4d34bb0fee,0.5
688,614ebfa6eff131515482a146,0.9
689,663e3c0591031227e89437cb,0.6
690,66b74173f8528aaa5bd49a18,0.8
691,675895cbb49da509f74fc112,0.6
692,66ca18ce20c4af7baa912758,0.3
693,66293d5a64d7c17108483f34,0.5
694,673550c9e80fcc54f9fff8ea,0.2
695,675a259178adf16208011299,0.6
696,6638303cf5ee6665baa3ebe6,0.8
697,676d9b4a07be370daec8db92,0.5
698,65c11a12bc242a29a176a56e,0.5
699,660506e58f89c2f270edcf57,0.9
